provinsi;tahun;klasifikasi;lpe_tw1;lpe_tw2;lpe_tw3;lpe_tw4;lpe_ctc;kontribusi;pdrb_perkapita;inflasi;pma;pmdn;ekspor_top3;naker_top;ipm;kemiskinan;tpt;gini;interpretasi_ekonomi_riil;rekomendasi_ekonomi_riil
Lampung;2020;Daerah Relatif Tertinggal;1.7;-3.6;-2.4;-2.2;-1.7;2.3;39.3;2.0;498.4;7120.5;-;;71.0;12.8;4.7;0.32;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2021;Daerah Relatif Tertinggal;-2.0;5.1;3.0;5.1;2.8;2.2;40.8;2.2;173.8;10513.2;-;;71.3;11.7;4.7;0.314;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2022;Daerah Relatif Tertinggal;2.9;5.2;3.9;5.0;4.3;2.1;45.0;5.5;247.8;5809.2;-;;71.8;11.4;4.5;0.313;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2023;Daerah Relatif Tertinggal;4.9;4.0;3.9;5.4;4.5;2.1;48.2;3.5;221.0;7626.0;-;;72.5;-;4.2;-;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2024;Daerah Relatif Tertinggal;3.3;4.8;4.8;5.3;4.6;2.2;51.4;1.6;163.0;7218.0;-;;73.1;10.6;4.2;0.301;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2025;Daerah Relatif Tertinggal;5.5;5.1;5.0;5.5;5.3;2.2;55.0;1.3;153.0;12744.0;"Lemak dan Minyak Hewan/Nabati; Kopi, Teh, Rempah-rempah; Bahan Bakar Mineral";;74.0;9.7;4.2;0.287;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Lampung;2026;Daerah Relatif Tertinggal;5.6;-;-;-;5.6;-;-;0.0;-;-;-;;-;-;-;-;Sebagai “pintu gerbang Sumatera”, Lampung ditopang  oleh sektor agribisnis seperti kopi, gula, dan peternakan. Lampung memiliki peran strategis karena menjadi penghubung utama arus barang Sumatera – Jawa. Namun,  efisiensi di Pelabuhan Bakauheni masih sering menjadi bottleneck distribusi nasional. Di sisi lain, isu keamanan di beberapa wilayah turut memengaruhi persepsi iklim investasi.;Lampung dapat diarahkan pada industrialisasi berbasis pertanian, sehingga perannya tidak berhenti sebagai pemasok bahan baku ke Jawa. Kawasan industri pengolahan pangan dapat dikembangkan di sekitar koridor tol dan simpul logistik. Disamping itu, integrasi peternakan sapi dengan perkebunan sawit (Siska) perlu diperluas dalam skala korporasi, sehingga membentuk ekosistem yang lebih efisien, sekaligus memperkuat pasokan pangan hewani untuk Sumatera dan Jawa.
Kepulauan Bangka Belitung;2011;Daerah Relatif Tertinggal;6.3;7.6;7.7;5.9;6.9;0.5;32.5;5.0;146.0;514.4;-;;66.6;-;3.9;0.32;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2012;Daerah Relatif Tertinggal;6.1;5.1;4.4;6.4;5.5;0.5;35.3;6.6;59.2;533.5;-;;67.2;5.4;3.4;0.311;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2013;Daerah Relatif Tertinggal;6.4;5.5;4.8;4.2;5.2;0.5;38.3;8.7;112.4;608.2;-;;67.9;5.3;3.7;0.307;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2014;Daerah Relatif Tertinggal;4.3;4.8;4.8;4.7;4.7;0.5;41.9;9.1;105.0;615.5;-;;68.3;5.0;5.1;0.295;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2015;Daerah Relatif Tertinggal;4.1;4.0;4.0;4.3;4.1;0.5;44.4;3.3;82.7;1023.7;-;;69.1;4.8;6.3;0.275;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2016;Daerah Relatif Tertinggal;3.4;3.8;4.2;4.9;4.1;0.5;46.4;6.8;52.7;2202.0;-;;69.6;5.0;2.6;0.288;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2017;Daerah Relatif Tertinggal;6.4;5.1;3.6;2.9;4.5;0.5;48.8;3.1;153.1;1734.7;-;;70.0;5.3;3.8;0.276;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2018;Daerah Relatif Tertinggal;2.5;4.5;7.1;3.7;4.4;0.5;50.1;3.2;46.3;3112.9;-;;70.7;4.8;3.6;0.272;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2019;Daerah Relatif Tertinggal;2.8;3.4;3.0;4.0;3.3;0.5;52.2;1.9;88.7;2915.2;-;;71.3;4.5;3.6;0.262;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2020;Daerah Relatif Tertinggal;1.4;-4.9;-4.4;-1.1;-2.3;0.5;52.0;1.1;48.4;1863.8;-;;72.7;4.9;5.3;0.257;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2021;Daerah Relatif Tertinggal;1.0;6.9;6.1;6.3;5.1;0.5;58.4;3.7;44.7;3677.4;-;;73.0;4.7;5.0;0.247;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2022;Daerah Relatif Tertinggal;3.3;5.3;4.5;4.4;4.4;0.5;63.9;5.4;129.7;6309.0;-;;73.5;4.6;4.8;0.255;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2023;Daerah Relatif Tertinggal;4.4;5.1;4.0;4.0;4.4;0.5;67.8;2.6;72.0;7961.0;-;;74.1;-;4.6;-;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2024;Daerah Relatif Tertinggal;1.0;1.0;0.1;0.9;0.8;0.5;70.2;0.8;102.0;15725.0;-;;74.6;5.1;4.6;0.235;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2025;Daerah Relatif Tertinggal;4.6;4.1;3.2;4.5;4.1;0.5;75.3;2.8;137.0;8138.0;"Timah; Lemak dan Minyak Hewan/Nabati; Kopi, Teh, Rempah-rempah";;75.3;4.8;4.5;0.214;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
Kepulauan Bangka Belitung;2026;Daerah Relatif Tertinggal;4.5;-;-;-;4.5;-;-;0.0;-;-;-;;-;-;-;-;Perekonomian Kepulauan Bangka Belitung sangat bergantung pada sektor timah, namun ketergantungan tersebut menjadi sumber kerentanan. Dimana, penurunan cadangan serta kerusakan lingkungan sebagai dampak dari aktivitas tambang menjadi tantangan yang perlu dipertimbangkan dalam jangka panjang.;Arah transformasi Kepulauan Bangka Belitung perlu mengarah pada pemanfaatan ruang pascatambang secara lebih produktif, misalnya melalui pengembangan budidaya perikanan modern atau kawasan agrowisata sebagai sumber pertumbuhan alternatif. Sehingga ketergantungan pada timah bisa berkurang secara bertahap.
